customer_id,segment,plan_tier,price,signup_date,auto_renew,initial_discount,age_group,region,favorite_team,years_following_team,team_loyalty_score
CUST_000917,regular,premium,65.84,2021-04-03,True,0.3,55-64,west,UTA,5,0.66
CUST_000918,casual,premium,23.26,2025-07-24,False,0.0,18-24,midwest,DET,4,0.3
CUST_000919,avid,family,54.19,2024-11-13,True,0.0,55-64,southeast,MIA,13,0.4
CUST_000920,casual,basic,15.95,2022-04-12,True,0.3,18-24,midwest,CLE,6,0.36
CUST_000921,casual,basic,25.06,2024-07-07,True,0.1,45-54,midwest,CLE,13,0.36
CUST_000922,avid,family,37.08,2023-10-04,True,0.1,18-24,midwest,CHI,9,0.68
CUST_000923,regular,premium,92.94,2022-01-22,False,0.0,35-44,southeast,CHA,15,0.49
CUST_000924,avid,family,65.87,2025-05-02,True,0.0,25-34,midwest,CHI,5,0.68
CUST_000925,casual,basic,24.46,2022-12-24,True,0.1,45-54,midwest,DET,9,0.3
CUST_000926,super_fan,vip,129.99,2024-04-27,True,0.0,35-44,southeast,SAS,2,0.9
CUST_000927,casual,basic,16.41,2021-01-05,True,0.0,18-24,midwest,GSW,1,0.26
CUST_000928,casual,basic,33.84,2023-05-20,True,0.1,45-54,northeast,NYK,10,0.32
CUST_000929,regular,basic,102.89,2024-12-13,True,0.0,45-54,northeast,BRK,7,0.28
CUST_000930,avid,family,108.31,2023-06-22,True,0.0,25-34,west,LAL,6,0.64
CUST_000931,avid,basic,75.29,2023-11-21,True,0.0,45-54,southwest,MIA,1,0.4
CUST_000932,regular,vip,87.18,2021-05-20,True,0.2,25-34,midwest,CLE,8,0.63
CUST_000933,regular,basic,81.25,2021-09-02,True,0.0,45-54,southeast,ORL,14,0.42
CUST_000934,avid,premium,55.93,2021-03-31,True,0.3,45-54,southeast,ORL,13,0.48
CUST_000935,regular,basic,83.67,2021-02-16,True,0.2,35-44,southeast,OKC,4,0.66
CUST_000936,super_fan,vip,199.98,2021-06-17,True,0.0,25-34,midwest,MIN,2,0.71
CUST_000937,casual,basic,41.45,2023-06-12,True,0.0,25-34,midwest,MIL,26,0.38
CUST_000938,regular,basic,78.79,2021-03-27,True,0.1,35-44,southeast,MIA,5,0.35
CUST_000939,regular,vip,43.63,2024-07-08,True,0.2,25-34,midwest,PHX,16,0.45
CUST_000940,super_fan,premium,76.5,2022-03-13,True,0.0,45-54,southeast,WAS,13,0.38
CUST_000941,regular,premium,46.97,2022-09-06,True,0.0,18-24,midwest,MIN,7,0.52
CUST_000942,regular,premium,48.17,2025-06-06,True,0.0,18-24,midwest,MIL,39,0.66
CUST_000943,regular,vip,80.09,2023-01-30,True,0.3,25-34,southeast,LAL,8,0.56
CUST_000944,casual,basic,25.46,2023-07-15,False,0.2,45-54,southeast,ATL,3,0.24
CUST_000945,casual,basic,27.16,2023-02-04,True,0.1,18-24,northeast,PHI,13,0.34
CUST_000946,avid,basic,71.02,2021-02-19,True,0.1,25-34,southeast,GSW,1,0.52
CUST_000947,avid,premium,46.63,2025-03-18,True,0.0,18-24,northeast,BOS,14,0.76
CUST_000948,casual,premium,24.98,2023-05-19,True,0.3,18-24,northeast,CHI,3,0.34
CUST_000949,super_fan,premium,238.44,2024-06-20,True,0.0,35-44,midwest,MIL,32,0.9
CUST_000950,casual,basic,37.85,2021-01-18,False,0.0,45-54,northeast,MIL,2,0.38
CUST_000951,avid,family,111.11,2022-03-02,True,0.0,25-34,west,CHI,6,0.68
CUST_000952,avid,basic,44.56,2022-10-06,True,0.0,18-24,northeast,WAS,14,0.32
CUST_000953,super_fan,vip,123.13,2022-04-13,True,0.0,25-34,west,GSW,3,0.62
CUST_000954,casual,premium,23.76,2024-09-02,True,0.2,25-34,southeast,NOP,8,0.28
CUST_000955,casual,basic,27.89,2024-02-07,False,0.3,45-54,midwest,GSW,9,0.26
CUST_000956,avid,family,42.3,2022-03-22,True,0.0,18-24,southwest,DAL,12,0.56
CUST_000957,regular,premium,57.01,2025-05-14,True,0.2,35-44,midwest,DET,16,0.52
CUST_000958,casual,basic,48.61,2024-06-14,True,0.2,45-54,northeast,PHI,4,0.34
CUST_000959,casual,premium,34.3,2022-03-10,True,0.1,35-44,midwest,POR,16,0.38
CUST_000960,casual,basic,25.17,2023-06-03,True,0.0,65+,northeast,NYK,1,0.32
CUST_000961,regular,premium,89.91,2023-04-27,True,0.0,25-34,midwest,MIA,4,0.35
CUST_000962,super_fan,vip,179.49,2021-11-27,True,0.1,45-54,midwest,IND,2,0.81
CUST_000963,super_fan,vip,177.56,2023-06-12,True,0.0,45-54,midwest,HOU,14,0.57
CUST_000964,regular,vip,23.77,2023-09-28,True,0.1,65+,southeast,CHA,2,0.49
CUST_000965,casual,basic,44.45,2022-12-06,True,0.0,45-54,southwest,CHI,1,0.34
CUST_000966,regular,basic,32.15,2023-01-28,True,0.1,65+,southeast,WAS,24,0.28
CUST_000967,regular,premium,42.39,2024-09-24,True,0.2,18-24,northeast,PHI,10,0.59
CUST_000968,avid,family,98.91,2021-03-13,True,0.0,45-54,midwest,CHI,4,0.68
CUST_000969,casual,premium,16.01,2021-07-28,True,0.0,18-24,southeast,WAS,6,0.16
CUST_000970,casual,basic,48.81,2024-01-19,False,0.1,35-44,west,POR,21,0.38
CUST_000971,casual,basic,31.97,2025-05-24,False,0.2,45-54,midwest,MIL,18,0.38
CUST_000972,casual,premium,37.34,2021-09-26,False,0.1,25-34,midwest,CHI,9,0.34
CUST_000973,casual,premium,27.76,2021-02-09,False,0.0,25-34,west,SAC,10,0.34
CUST_000974,regular,premium,68.88,2023-11-08,True,0.0,35-44,midwest,CHI,11,0.59
CUST_000975,avid,family,51.78,2024-02-01,True,0.0,45-54,southwest,BOS,4,0.76
CUST_000976,avid,family,67.76,2021-10-12,False,0.3,25-34,midwest,CLE,2,0.72
CUST_000977,super_fan,vip,318.71,2025-07-25,True,0.0,35-44,southwest,BOS,3,0.9
CUST_000978,casual,basic,35.08,2021-02-09,True,0.0,55-64,northeast,BRK,8,0.16
CUST_000979,super_fan,vip,151.65,2021-11-28,True,0.1,35-44,northeast,MIA,1,0.47
CUST_000980,casual,basic,14.39,2024-07-02,True,0.0,18-24,northeast,BOS,20,0.38
CUST_000981,casual,basic,27.54,2024-01-26,True,0.0,25-34,northeast,NYK,1,0.32
CUST_000982,avid,family,73.29,2023-10-10,True,0.1,25-34,southwest,MIA,4,0.4
CUST_000983,regular,premium,102.59,2023-02-05,True,0.2,45-54,west,MIA,6,0.35
CUST_000984,casual,basic,19.09,2022-02-20,False,0.0,65+,northeast,BRK,22,0.16
CUST_000985,super_fan,vip,155.63,2023-01-28,True,0.1,55-64,southeast,CHA,5,0.66
CUST_000986,regular,basic,43.64,2022-05-09,True,0.0,45-54,southwest,HOU,6,0.42
CUST_000987,casual,premium,31.93,2023-08-11,True,0.1,25-34,southeast,ATL,10,0.24
CUST_000988,regular,basic,52.39,2023-07-17,True,0.0,25-34,southeast,NOP,6,0.49
CUST_000989,casual,basic,45.72,2022-01-07,False,0.0,25-34,west,BOS,3,0.38
CUST_000990,regular,premium,103.67,2021-04-10,True,0.0,35-44,southwest,DAL,14,0.49
CUST_000991,avid,family,36.6,2022-02-06,True,0.1,18-24,southeast,CHA,9,0.56
CUST_000992,regular,premium,72.91,2021-12-01,True,0.3,45-54,northeast,PHI,5,0.59
CUST_000993,casual,basic,37.59,2023-12-30,True,0.1,55-64,west,CHI,16,0.34
CUST_000994,avid,basic,99.66,2022-06-26,True,0.0,35-44,midwest,PHX,1,0.52
CUST_000995,casual,premium,38.71,2024-07-07,True,0.0,25-34,west,GSW,1,0.26
CUST_000996,casual,basic,23.76,2025-02-15,True,0.0,25-34,southeast,CHA,2,0.28
CUST_000997,avid,family,62.08,2024-08-11,False,0.3,45-54,northeast,NYK,3,0.64
CUST_000998,casual,premium,20.98,2024-02-06,True,0.0,18-24,southeast,CHI,1,0.34
CUST_000999,regular,vip,36.3,2022-03-16,True,0.1,25-34,northeast,BOS,11,0.66
CUST_001000,avid,premium,96.99,2023-12-02,True,0.2,45-54,midwest,DET,6,0.6
CUST_001001,casual,basic,30.4,2025-07-11,True,0.1,45-54,southeast,MIA,11,0.2
CUST_001002,casual,premium,36.06,2023-12-26,True,0.0,45-54,southwest,HOU,10,0.24
CUST_001003,avid,family,53.66,2025-01-13,True,0.0,35-44,southeast,WAS,3,0.32
CUST_001004,regular,premium,57.76,2021-03-13,True,0.1,35-44,northeast,BOS,2,0.66
CUST_001005,avid,premium,149.4,2022-06-09,True,0.0,35-44,northeast,BRK,8,0.32
CUST_001006,regular,basic,77.24,2024-06-21,True,0.3,55-64,midwest,LAL,10,0.56
CUST_001007,casual,basic,24.54,2021-06-22,True,0.0,55-64,southwest,MEM,21,0.34
CUST_001008,super_fan,vip,171.65,2021-06-10,True,0.0,35-44,northeast,BOS,1,0.9
CUST_001009,avid,premium,90.62,2021-02-08,True,0.0,35-44,southeast,GSW,5,0.52
CUST_001010,super_fan,vip,289.97,2023-08-06,True,0.0,45-54,northeast,NYK,10,0.76
CUST_001011,regular,basic,24.14,2024-10-24,True,0.0,18-24,midwest,BOS,5,0.66
CUST_001012,casual,basic,20.46,2021-07-01,True,0.1,65+,southeast,GSW,1,0.26
CUST_001013,casual,basic,12.63,2021-02-14,True,0.0,18-24,southeast,WAS,2,0.16
CUST_001014,avid,basic,52.84,2022-08-14,True,0.2,45-54,midwest,IND,11,0.68
CUST_001015,regular,premium,60.87,2025-05-27,True,0.2,25-34,northeast,LAL,4,0.56
CUST_001016,regular,premium,25.45,2023-11-12,True,0.0,65+,southeast,CHI,19,0.59
CUST_001017,casual,basic,22.46,2023-05-24,False,0.1,25-34,southwest,DAL,7,0.28
CUST_001018,casual,basic,28.11,2021-04-21,True,0.1,18-24,northeast,BOS,2,0.38
CUST_001019,casual,basic,16.35,2023-03-25,True,0.1,18-24,southeast,CHA,11,0.28
CUST_001020,casual,premium,29.13,2022-05-14,True,0.1,25-34,west,UTA,12,0.38
CUST_001021,regular,basic,78.92,2021-01-29,True,0.2,45-54,midwest,MIL,5,0.66
CUST_001022,super_fan,vip,148.96,2023-09-20,True,0.0,55-64,west,CHI,4,0.81
CUST_001023,avid,family,86.44,2022-05-30,True,0.2,55-64,west,MIL,3,0.76
CUST_001024,regular,basic,56.44,2021-01-17,True,0.0,35-44,southeast,CHA,8,0.49
CUST_001025,regular,premium,88.12,2023-04-26,True,0.1,25-34,midwest,LAL,4,0.56
CUST_001026,regular,premium,24.94,2024-07-24,True,0.2,18-24,midwest,CHI,11,0.59
CUST_001027,casual,basic,35.6,2025-03-04,False,0.0,35-44,midwest,OKC,7,0.38
CUST_001028,casual,basic,43.16,2021-03-12,True,0.1,55-64,northeast,HOU,6,0.24
CUST_001029,regular,premium,45.5,2024-04-23,True,0.0,65+,southeast,ORL,6,0.42
CUST_001030,avid,basic,84.47,2024-03-21,True,0.0,25-34,west,BOS,15,0.76
CUST_001031,regular,basic,63.42,2021-05-16,True,0.2,65+,west,UTA,6,0.66
CUST_001032,casual,premium,21.37,2023-04-20,True,0.0,25-34,midwest,DEN,16,0.32
CUST_001033,regular,vip,89.86,2024-10-08,True,0.0,45-54,midwest,CHI,8,0.59
CUST_001034,casual,premium,19.12,2025-08-23,True,0.0,45-54,southeast,ATL,2,0.24
CUST_001035,super_fan,vip,88.72,2024-08-04,True,0.0,55-64,southeast,CHA,6,0.66
CUST_001036,casual,basic,14.44,2024-05-27,True,0.0,18-24,midwest,CHI,21,0.34
CUST_001037,casual,basic,33.27,2022-05-10,True,0.1,55-64,southwest,MEM,10,0.34
CUST_001038,casual,premium,22.62,2024-01-03,False,0.2,45-54,midwest,GSW,18,0.26
CUST_001039,regular,premium,68.67,2025-01-26,True,0.0,25-34,southwest,DAL,1,0.49
CUST_001040,super_fan,premium,59.33,2024-08-15,True,0.0,65+,midwest,MIA,11,0.47
CUST_001041,super_fan,vip,167.43,2023-10-15,True,0.0,45-54,southeast,CHA,27,0.66
CUST_001042,casual,basic,38.94,2021-08-30,True,0.0,35-44,northeast,BRK,8,0.16
CUST_001043,regular,premium,77.46,2022-02-26,True,0.2,25-34,midwest,GSW,3,0.45
CUST_001044,casual,premium,40.24,2024-02-21,False,0.2,25-34,midwest,DET,3,0.3
CUST_001045,casual,premium,42.83,2024-06-23,True,0.0,35-44,midwest,UTA,4,0.38
CUST_001046,casual,basic,11.94,2023-07-15,True,0.0,18-24,southwest,MIA,13,0.2
CUST_001047,casual,basic,39.65,2024-11-22,False,0.2,25-34,northeast,NYK,4,0.32
CUST_001048,casual,basic,40.96,2023-06-13,False,0.0,25-34,midwest,MIN,21,0.3
CUST_001049,regular,vip,41.33,2024-03-02,True,0.3,65+,southeast,WAS,8,0.28
CUST_001050,super_fan,vip,72.92,2021-07-27,True,0.0,25-34,southeast,WAS,9,0.38
CUST_001051,casual,basic,22.15,2021-10-20,False,0.0,55-64,midwest,IND,2,0.34
CUST_001052,casual,premium,24.63,2022-01-30,True,0.2,45-54,southeast,WAS,16,0.16
CUST_001053,regular,premium,100.14,2024-12-16,True,0.3,45-54,southwest,HOU,4,0.42
CUST_001054,casual,basic,18.51,2025-08-17,True,0.2,18-24,midwest,MIL,9,0.38
CUST_001055,casual,basic,26.78,2021-06-08,True,0.0,25-34,southeast,HOU,10,0.24
CUST_001056,casual,basic,28.5,2023-10-24,True,0.0,45-54,southeast,ORL,7,0.24
CUST_001057,avid,premium,102.83,2025-03-12,True,0.1,55-64,west,UTA,19,0.76
CUST_001058,casual,premium,28.07,2025-04-21,True,0.0,25-34,midwest,NYK,9,0.32
CUST_001059,regular,basic,28.31,2023-03-04,True,0.0,18-24,northeast,PHI,14,0.59
CUST_001060,regular,basic,50.34,2025-01-11,True,0.1,45-54,southwest,CHI,9,0.59
CUST_001061,regular,premium,51.08,2025-01-31,True,0.2,25-34,southeast,UTA,9,0.66
CUST_001062,regular,basic,50.22,2022-06-08,True,0.0,25-34,midwest,CHI,5,0.59
CUST_001063,avid,family,60.87,2025-07-09,True,0.3,25-34,southeast,SAS,6,0.76
CUST_001064,regular,premium,38.84,2022-06-12,True,0.2,18-24,southeast,CHA,4,0.49
CUST_001065,casual,basic,36.15,2021-07-26,True,0.0,45-54,midwest,MIN,11,0.3
CUST_001066,casual,basic,26.38,2025-02-24,False,0.1,45-54,southwest,DAL,10,0.28
CUST_001067,casual,premium,31.68,2022-06-11,True,0.3,25-34,midwest,DET,19,0.3
CUST_001068,regular,premium,76.23,2023-08-25,True,0.0,35-44,midwest,CHI,16,0.59
CUST_001069,avid,premium,67.12,2024-06-01,True,0.1,25-34,southeast,MIA,11,0.4
CUST_001070,super_fan,vip,116.65,2025-02-09,True,0.0,25-34,southeast,UTA,8,0.9
CUST_001071,regular,premium,78.63,2022-03-23,False,0.0,55-64,northeast,BOS,8,0.66
CUST_001072,casual,premium,27.07,2023-11-17,True,0.0,25-34,southwest,BOS,4,0.38
CUST_001073,casual,basic,38.51,2022-09-08,True,0.0,45-54,southwest,MEM,8,0.34
CUST_001074,regular,premium,53.47,2023-10-05,True,0.1,65+,northeast,BOS,3,0.66
CUST_001075,casual,basic,31.06,2021-06-04,True,0.0,25-34,southeast,MIA,6,0.2
CUST_001076,regular,vip,58.85,2021-06-08,True,0.1,35-44,northeast,BOS,5,0.66
CUST_001077,regular,premium,72.96,2025-05-16,False,0.1,25-34,southeast,SAS,2,0.66
CUST_001078,regular,vip,54.14,2021-01-27,True,0.0,45-54,southeast,MIA,29,0.35
CUST_001079,regular,vip,37.74,2024-02-25,True,0.0,25-34,southwest,MIA,3,0.35
CUST_001080,avid,premium,73.15,2021-09-01,True,0.2,45-54,midwest,MIN,6,0.6
CUST_001081,avid,family,75.32,2024-04-18,True,0.3,55-64,midwest,CHI,12,0.68
CUST_001082,casual,basic,43.99,2024-05-29,False,0.0,45-54,midwest,DET,13,0.3
CUST_001083,casual,basic,47.02,2023-01-05,True,0.0,35-44,midwest,CHI,7,0.34
CUST_001084,casual,basic,51.24,2023-07-10,False,0.0,35-44,northeast,NYK,10,0.32
CUST_001085,avid,premium,25.85,2025-06-03,False,0.2,18-24,southeast,IND,1,0.68
CUST_001086,super_fan,premium,100.51,2023-10-24,False,0.1,18-24,northeast,GSW,20,0.62
CUST_001087,regular,vip,26.58,2024-12-01,True,0.0,18-24,southeast,BOS,15,0.66
CUST_001088,casual,premium,37.07,2021-01-19,False,0.2,55-64,midwest,DET,5,0.3
CUST_001089,casual,premium,31.08,2025-02-05,True,0.0,55-64,southeast,CHA,7,0.28
CUST_001090,regular,vip,60.54,2022-02-08,False,0.1,45-54,northeast,NOP,12,0.49
CUST_001091,casual,basic,35.3,2021-08-19,True,0.0,25-34,northeast,NYK,28,0.32
CUST_001092,regular,vip,65.03,2021-08-20,True,0.1,35-44,midwest,MIA,9,0.35
CUST_001093,regular,premium,59.65,2023-12-20,True,0.2,55-64,southeast,GSW,2,0.45
CUST_001094,avid,family,56.71,2024-12-09,True,0.1,25-34,northeast,GSW,16,0.52
CUST_001095,regular,premium,34.25,2021-09-07,True,0.0,65+,midwest,WAS,6,0.28
CUST_001096,casual,basic,12.64,2023-11-10,True,0.0,18-24,southeast,MIL,5,0.38
CUST_001097,casual,premium,45.4,2021-03-18,True,0.0,25-34,southwest,CLE,1,0.36
CUST_001098,casual,basic,47.35,2023-04-19,True,0.0,35-44,southwest,NOP,3,0.28
CUST_001099,casual,basic,25.65,2022-08-04,True,0.3,35-44,southwest,HOU,9,0.24
CUST_001100,casual,basic,38.99,2022-05-27,True,0.0,55-64,northeast,BOS,12,0.38
CUST_001101,casual,basic,31.48,2021-02-21,False,0.1,35-44,northeast,BRK,9,0.16
CUST_001102,avid,premium,75.7,2023-11-03,True,0.1,25-34,midwest,GSW,12,0.52
CUST_001103,casual,basic,20.24,2022-06-18,True,0.2,25-34,midwest,MIL,14,0.38
CUST_001104,casual,basic,14.05,2025-02-27,True,0.1,18-24,southeast,MIA,1,0.2
CUST_001105,casual,basic,47.71,2022-07-21,False,0.0,35-44,midwest,BOS,9,0.38
CUST_001106,avid,premium,122.86,2023-06-17,True,0.1,35-44,northeast,BRK,5,0.32
CUST_001107,casual,basic,22.04,2024-03-03,True,0.0,25-34,southeast,CHA,6,0.28
CUST_001108,casual,premium,51.37,2022-04-02,True,0.0,35-44,midwest,IND,3,0.34
CUST_001109,regular,premium,84.72,2023-01-17,True,0.0,35-44,northeast,BRK,1,0.28
CUST_001110,casual,basic,27.21,2021-08-14,False,0.1,25-34,northeast,PHI,7,0.34
CUST_001111,casual,basic,29.48,2023-03-08,True,0.0,35-44,southwest,HOU,9,0.24
CUST_001112,regular,premium,67.54,2023-12-11,True,0.1,45-54,southwest,BOS,3,0.66
CUST_001113,regular,premium,40.63,2024-05-29,True,0.1,25-34,midwest,LAL,19,0.56
CUST_001114,regular,basic,58.78,2021-02-14,True,0.1,25-34,midwest,DET,16,0.52
CUST_001115,casual,basic,41.06,2025-06-03,False,0.1,25-34,midwest,DET,2,0.3
CUST_001116,casual,basic,45.27,2021-08-18,True,0.2,55-64,west,CLE,1,0.36
CUST_001117,casual,basic,34.51,2024-11-28,True,0.2,45-54,southeast,MIL,11,0.38
CUST_001118,casual,basic,40.16,2022-05-21,False,0.0,35-44,southeast,CHI,5,0.34
CUST_001119,regular,vip,62.68,2021-10-17,True,0.1,35-44,midwest,UTA,12,0.66
CUST_001120,regular,premium,74.02,2021-12-17,True,0.0,25-34,midwest,DET,9,0.52
CUST_001121,casual,basic,22.01,2025-03-09,False,0.2,18-24,west,LAL,2,0.32
CUST_001122,casual,premium,19.35,2021-09-02,True,0.1,65+,midwest,OKC,1,0.38
CUST_001123,avid,premium,97.31,2025-03-31,True,0.1,25-34,southwest,HOU,6,0.48
CUST_001124,super_fan,vip,182.52,2024-12-08,True,0.0,25-34,southeast,WAS,3,0.38
CUST_001125,casual,basic,39.9,2021-01-28,True,0.0,45-54,midwest,GSW,13,0.26
CUST_001126,casual,basic,44.86,2023-04-17,True,0.1,45-54,midwest,CHI,2,0.34
CUST_001127,regular,premium,23.64,2024-02-01,True,0.1,18-24,southeast,MIA,2,0.35
CUST_001128,avid,family,71.44,2024-04-14,True,0.0,35-44,northeast,BOS,3,0.76
CUST_001129,super_fan,premium,174.91,2025-07-28,True,0.0,35-44,midwest,CHI,4,0.81
CUST_001130,casual,basic,44.21,2021-09-11,False,0.0,45-54,northeast,NYK,7,0.32
CUST_001131,avid,family,129.97,2023-11-18,True,0.0,45-54,northeast,NYK,38,0.64
CUST_001132,casual,basic,23.49,2024-09-03,False,0.0,55-64,midwest,NOP,1,0.28
CUST_001133,casual,basic,21.22,2024-10-26,False,0.0,25-34,southwest,LAL,3,0.32
CUST_001134,regular,basic,117.41,2023-01-07,True,0.2,35-44,west,UTA,2,0.66
CUST_001135,casual,basic,44.42,2025-07-13,True,0.0,35-44,northeast,NYK,6,0.32
CUST_001136,super_fan,premium,199.98,2022-12-01,True,0.0,55-64,northeast,BRK,12,0.38
CUST_001137,casual,basic,20.86,2023-01-22,True,0.0,18-24,southeast,LAL,8,0.32
CUST_001138,regular,premium,79.08,2024-01-22,True,0.3,55-64,west,POR,5,0.66
CUST_001139,regular,premium,33.99,2022-03-19,True,0.2,18-24,northeast,BRK,5,0.28
CUST_001140,casual,basic,33.08,2024-12-17,True,0.0,35-44,southwest,DAL,10,0.28
CUST_001141,regular,premium,46.98,2023-05-13,True,0.1,35-44,northeast,ORL,17,0.42
CUST_001142,avid,premium,86.55,2023-11-05,True,0.1,35-44,midwest,MIL,22,0.76
CUST_001143,regular,premium,63.85,2023-09-11,False,0.0,45-54,southeast,CHA,14,0.49
CUST_001144,casual,basic,14.79,2022-04-03,False,0.0,18-24,southwest,SAS,12,0.38
CUST_001145,casual,basic,14.76,2024-03-25,False,0.0,18-24,northeast,PHI,6,0.34
CUST_001146,super_fan,premium,163.81,2021-03-29,False,0.0,45-54,southwest,SAS,8,0.9
CUST_001147,avid,family,62.44,2024-08-09,True,0.3,25-34,midwest,MIN,21,0.6
CUST_001148,avid,family,112.24,2021-09-29,True,0.2,35-44,midwest,MIN,2,0.6
CUST_001149,casual,premium,30.32,2022-03-14,True,0.1,25-34,west,LAL,2,0.32
CUST_001150,casual,basic,44.37,2021-06-12,True,0.0,45-54,midwest,CHI,3,0.34
CUST_001151,casual,basic,24.17,2024-12-20,True,0.0,45-54,southwest,SAS,6,0.38
CUST_001152,casual,basic,22.63,2021-04-05,False,0.0,25-34,midwest,MIN,8,0.3
CUST_001153,avid,premium,51.91,2021-10-23,True,0.1,55-64,northeast,NYK,3,0.64
CUST_001154,regular,vip,44.82,2022-06-28,True,0.0,55-64,southeast,MIA,3,0.35
CUST_001155,regular,premium,53.83,2022-04-13,False,0.0,45-54,southwest,MIL,3,0.66
CUST_001156,casual,basic,45.3,2025-01-26,True,0.0,25-34,southwest,CHI,6,0.34
CUST_001157,regular,basic,84.95,2021-07-05,True,0.0,25-34,west,LAC,13,0.24
CUST_001158,casual,basic,17.8,2024-02-16,False,0.0,25-34,southeast,GSW,8,0.26
CUST_001159,regular,premium,111.37,2024-09-01,False,0.3,35-44,northeast,PHI,20,0.59
CUST_001160,casual,basic,25.45,2024-09-16,False,0.0,45-54,southwest,MEM,13,0.34
CUST_001161,avid,premium,106.97,2024-06-24,True,0.1,35-44,southeast,WAS,6,0.32
CUST_001162,super_fan,vip,115.61,2024-10-18,True,0.0,18-24,southeast,WAS,6,0.38
CUST_001163,regular,premium,22.67,2021-09-30,True,0.0,18-24,midwest,MIL,11,0.66
CUST_001164,avid,basic,62.69,2023-08-12,False,0.0,45-54,southeast,LAL,14,0.64
CUST_001165,avid,premium,104.54,2023-08-08,True,0.0,35-44,southeast,GSW,5,0.52
CUST_001166,regular,premium,39.38,2021-05-19,True,0.1,45-54,southeast,WAS,2,0.28
CUST_001167,avid,basic,64.69,2024-02-01,True,0.0,18-24,southwest,DAL,26,0.56
CUST_001168,casual,basic,23.25,2024-05-05,False,0.0,55-64,southwest,HOU,7,0.24
CUST_001169,avid,family,109.77,2021-02-10,True,0.0,45-54,northeast,BRK,10,0.32
CUST_001170,regular,premium,76.13,2024-01-20,True,0.0,25-34,southwest,LAL,6,0.56
CUST_001171,avid,basic,52.66,2021-08-04,True,0.2,45-54,southeast,WAS,13,0.32
CUST_001172,regular,basic,41.29,2022-08-27,True,0.0,45-54,southwest,DAL,7,0.49
CUST_001173,regular,premium,53.29,2021-04-07,True,0.0,25-34,southeast,BOS,5,0.66
CUST_001174,regular,premium,31.18,2024-09-19,True,0.3,65+,southwest,LAL,26,0.56
CUST_001175,casual,basic,22.97,2024-03-30,True,0.0,35-44,midwest,CLE,5,0.36
CUST_001176,casual,basic,27.52,2021-04-11,True,0.0,25-34,southeast,WAS,19,0.16
CUST_001177,casual,basic,37.05,2024-08-17,True,0.0,55-64,northeast,BOS,9,0.38
CUST_001178,regular,basic,104.35,2022-04-12,True,0.2,35-44,midwest,MIN,17,0.52
CUST_001179,regular,premium,33.52,2024-05-19,True,0.0,25-34,southeast,MIA,4,0.35
CUST_001180,casual,basic,15.12,2023-06-20,False,0.0,65+,southwest,SAS,11,0.38
CUST_001181,avid,premium,104.32,2021-09-15,True,0.0,35-44,west,LAL,7,0.64
CUST_001182,casual,basic,31.64,2021-10-07,True,0.0,35-44,southeast,MIA,2,0.2
CUST_001183,super_fan,vip,55.07,2024-12-14,True,0.0,18-24,midwest,MIL,2,0.9
CUST_001184,regular,premium,90.64,2023-05-27,True,0.0,25-34,northeast,NYK,9,0.56
CUST_001185,casual,basic,34.85,2024-12-21,True,0.0,45-54,midwest,DET,6,0.3
CUST_001186,regular,premium,66.35,2024-07-18,True,0.2,55-64,southeast,ORL,10,0.42
CUST_001187,regular,basic,88.79,2022-07-21,True,0.3,35-44,southeast,CHI,5,0.59
CUST_001188,casual,basic,57.06,2024-11-01,True,0.1,35-44,southwest,NOP,1,0.28
CUST_001189,regular,premium,53.07,2024-05-12,True,0.2,35-44,northeast,BRK,11,0.28
CUST_001190,avid,premium,78.95,2024-11-21,True,0.0,45-54,southwest,CHA,24,0.56
CUST_001191,casual,basic,19.8,2022-05-24,True,0.0,55-64,southeast,MIA,15,0.2
CUST_001192,regular,premium,50.4,2023-08-20,True,0.2,45-54,southwest,SAS,10,0.66
CUST_001193,casual,premium,54.12,2023-02-03,True,0.0,45-54,west,LAL,27,0.32
CUST_001194,regular,vip,128.42,2023-07-25,True,0.2,35-44,west,PHX,4,0.45
CUST_001195,avid,family,38.2,2021-01-07,True,0.2,18-24,northeast,LAL,8,0.64
CUST_001196,casual,basic,42.99,2023-08-12,True,0.2,25-34,northeast,BRK,1,0.16
CUST_001197,regular,vip,70.43,2025-06-23,True,0.0,45-54,southeast,ATL,2,0.42
CUST_001198,casual,basic,25.02,2022-10-04,True,0.1,35-44,midwest,BOS,5,0.38
CUST_001199,casual,basic,27.54,2022-05-03,True,0.1,25-34,southeast,WAS,9,0.16
CUST_001200,casual,premium,55.33,2024-04-14,False,0.0,45-54,west,SAC,10,0.34
CUST_001201,regular,premium,104.5,2022-11-26,True,0.0,45-54,southwest,DAL,16,0.49
CUST_001202,super_fan,premium,170.59,2024-06-16,True,0.0,45-54,southwest,HOU,8,0.57
CUST_001203,avid,premium,66.21,2025-05-13,True,0.2,18-24,northeast,GSW,12,0.52
CUST_001204,casual,premium,39.88,2025-06-27,False,0.0,25-34,southwest,CHI,35,0.34
CUST_001205,avid,family,74.86,2021-12-10,True,0.3,35-44,midwest,DET,6,0.6
CUST_001206,avid,family,79.73,2024-12-02,True,0.3,45-54,midwest,IND,11,0.68
CUST_001207,regular,premium,41.27,2021-07-29,True,0.0,25-34,west,LAL,3,0.56
